UAI;nom_etablissement;type;nature;type_contrat_brut;statut_contrat;adresse;code_postal;ville;code_dept;departement;region;telephone;email;site_web;siret;OPCO_probable;contact_decisionnaire;fonction_contact;profil_pedagogique_notes;etat
0573056M;Ecole primaire privée Nathanel Israélite;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Inconnu;39 rue du Rabbin Bloch;57000;Metz;057;Moselle;Grand Est;0387363431;ce.0573056M@ac-nancy-metz.fr;;30910581500018;À vérifier;;;;
0573758A;E.P.P. L'EXCELLENCE;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;102 rue de Carling;57150;Creutzwald;057;Moselle;Grand Est;;;;81241060300011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0671853A;Ecole primaire privée Institution Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;6 rue des Bonnes Gens;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388238787;ce.0671853A@ac-strasbourg.fr;;77886328200027;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0671854B;Ecole primaire privée Institution Notre-Dame de Sion;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue Erckmann Chatrian;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388354023;ce.0671854B@ac-strasbourg.fr;;77886333200020;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672417N;Ecole primaire privée Yehouda Halevi;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT SIMPLE TOUTES CLASSES;Sous contrat;1 A rue René Hirschler;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388373404;ce.0672417N@ac-strasbourg.fr;;30983368900024;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672557R;Ecole primaire privée Cours Tachbar;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;3 rue Goethe;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388606915;ce.0672557R@ac-strasbourg.fr;;38939299400015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672797B;Ecole primaire privée Beth Hannah;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT SIMPLE TOUTES CLASSES;Sous contrat;59 rue Faubourg de Pierre;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388756605;zahavasebbag.ebh@gmail.com;;32934818900021;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672905U;Ecole primaire privée ABCM Zweispachigkeit;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;50 rue Ettore Bugatti;67500;Haguenau;067;Bas-Rhin;Grand Est;0972127268;siege@abcmzwei.org;;38336502000205;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0672914D;Ecole maternelle privée ABCM Zweisprachigkeit;Ecole;ECOLE MATERNELLE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;3 rue Sainte Elisabeth;67000;Strasbourg;067;Bas-Rhin;Grand Est;;ce.0672914D@ac-strasbourg.fr;;38336502000163;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0673008F;Ecole élémentaire privée Torat Emet Les eaux vives;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;14 avenue des Vosges;67000;Strasbourg;067;Bas-Rhin;Grand Est;0952766114;ecoletoratemet@gmail.com;;49507700700037;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673076E;Ecole primaire privée Herrade de Landsberg;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;96 rue Saint-Dié;67000;Strasbourg;067;Bas-Rhin;Grand Est;0624210423;direction@cours-herrade.fr;;80492587300031;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673111T;Ecole Primaire ABCM Zweisprachigkeit;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;10 rue des anémones;67150;Gerstheim;067;Bas-Rhin;Grand Est;0972139260;misela@abcmzwei.org;;38336502000270;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0750132L;E.P.PR NOTRE-DAME-SAINT-ROCH 37 rue Saint Roch;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;37 rue Saint Roch;75001;Paris  1er Arrondissement;075;Paris;Ile-de-France;0142612182;ce.0750132L@ac-paris.fr;;33482295400015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750148D;E.P.PR SINAI 2 rue Tristan Tzara;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue Tristan Tzara;75018;Paris 18e  Arrondissement;075;Paris;Ile-de-France;0140381650;ce.0750148d@ac-paris.fr;;38314411000012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750164W;E.P.PR BOSSUET 51 rue Madame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;51 rue Madame;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0142220176;ce.0750164W@ac-paris.fr;;78428092700012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750167Z;E.P.PR STANISLAS 22 rue Notre Dame des Champs;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;22 rue Notre Dame des Champs;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0142848800;ce.0750167Z@ac-paris.fr;;57222293300010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750175H;E.P.PR SAINT-THOMAS D'AQUIN 7 rue Perronet;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;7 rue Perronet;75007;Paris  7e  Arrondissement;075;Paris;Ile-de-France;0145487254;ce.0750175H@ac-paris.fr;;32072068300012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750185U;E.P.PR SAINTE-JEANNE ELISABETH 49 avenue duquesne;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;49 avenue Duquesne;75007;Paris  7e  Arrondissement;075;Paris;Ile-de-France;0147349794;ce.0750185U@ac-paris.fr;;33482277200011;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750195E;E.P.PR SAINT-PIERRE DE CHAILLOT 10 rue Chistophe Colomb;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;10 rue Chistophe Colomb;75008;Paris  8e  Arrondissement;075;Paris;Ile-de-France;0147239509;ce.0750195E@ac-paris.fr;;78435319500018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750199J;E.P.PR HATTEMER 52 rue de Londres;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;52 rue de Londres;75008;Paris  8e  Arrondissement;075;Paris;Ile-de-France;0143875914;courriel@hattemer.fr;;31782380500021;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0750210W;E.P.PR LA TRINITE 16 rue de Milan;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;16 rue de Milan;75009;Paris  9e  Arrondissement;075;Paris;Ile-de-France;0148743001;ce.0750210W@ac-paris.fr;;78440515100019;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750218E;E.P.PR SAINT-JOSEPH 154 rue Saint Maur;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;154 rue Saint Maur;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0148070455;ce.0750218E@ac-paris.fr;;77568010100018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750239C;E.P.PR SAINT-ELOI 99 ter rue de Reuilly;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;99 ter rue de Reuilly;75012;Paris 12e  Arrondissement;075;Paris;Ile-de-France;0146285477;ce.0750239C@ac-paris.fr;;77568115800033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750245J;E.P.PR SAINT MARCEL 16 rue Pirandello;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;16 rue Pirandello;75013;Paris 13e  Arrondissement;075;Paris;Ile-de-France;0145352336;ce.0750245J@ac-paris.fr;;78454449600028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750255V;E.P.PR SAINTE-ELISABETH DE PLAISANCE 12 rue Croce Spinelli;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;12 rue Croce Spinelli;75014;Paris 14e  Arrondissement;075;Paris;Ile-de-France;0143200358;ce.0750255V@ac-paris.fr;;77568307100010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750301V;E.P.PR PROVIDENCE PASSY 52 rue de la Pompe;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;52 rue de la Pompe;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0145047064;ce.0750301V@ac-paris.fr;;78466213200017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750305Z;E.P.PR SAINT-JEAN DE PASSY 72 rue Raynouard;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;72 rue Raynouard;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0144302600;ce.0750305Z@ac-paris.fr;;83962372500018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750314J;E.P.PR SAINTE-MARTHE 5 bis rue Lacaille;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;5 bis rue Lacaille;75017;Paris 17e  Arrondissement;075;Paris;Ile-de-France;0142291806;ce.0750314J@ac-paris.fr;;33482155000012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750337J;E.P.PR SAINT-JEAN DE MONTMARTRE 31 rue Caulaincourt;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;31 rue Caulaincourt;75018;Paris 18e  Arrondissement;075;Paris;Ile-de-France;0146067064;ce.0750337J@ac-paris.fr;;78475421000010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750349X;E.P.PR SAINT-GEORGES 17 rue Bouret;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;17 rue Bouret;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0140404052;ce.0750349X@ac-paris.fr;;78477866400028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750358G;E.P.PR LA PROVIDENCE 9 passage de la Providence;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;9 passage de la Providence;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0143709096;ce.0750358G@ac-paris.fr;;78480869300013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750598T;E.P.PR NOTRE DAME DE LA CROIX 13 rue du Retrait;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;13 rue du Retrait;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0140335333;ce.0750598T@ac-paris.fr;;30918143600036;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0752804R;E.P.PR MERKAZ OHR JOSEPH 29 bis rue de Thionville;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;29 bis rue de Thionville;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0148038070;ce.0752804R@ac-paris.fr;;31776119500021;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0752968U;E.M.PR PARDESS HANNA 49 rue Petit;Ecole;ECOLE MATERNELLE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;49 rue Petit;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0144527252;ce.0752968U@ac-paris.fr;;78441431000028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753219S;E.P.PR SAINT LOUIS 10 rue du Petit Musc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;10 rue du Petit Musc;75004;Paris  4e  Arrondissement;075;Paris;Ile-de-France;0973560224;ecolesaintlouis75@yahoo.fr;;79478440500027;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754319M;E.P.PR OZAR HATORAH 38 rue Moulin Joly;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;38 rue Moulin Joly;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0143385081;ce.0754319M@ac-paris.fr;;83125242400013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0783053V;Lycée Sainte-Geneviève;Lycée;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue de l'École des Postes;78000;Versailles;078;Yvelines;Ile-de-France;01 30 84 46 00;ecolesaintegenevieve@bginette.fr;http://www.bginette.com;78515039200013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0512193G;Collège international privé Citlali à Bezannes;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 rue Source de Muire;51430;Bezannes;051;Marne;Grand Est;0648267567;citlaliinternationalschool@gmail.com;;83045182900048;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573122J;Ecole secondaire privée L'Etoile du Matin;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;112 route forestière du Hanau;57230;Eguelshardt;057;Moselle;Grand Est;0387065390;ce.0573122J@ac-nancy-metz.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573270V;Lycée professionnel privé de La Salle;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue ST MAXIMIN;57070;Metz;057;Moselle;Grand Est;0387200200;ce.0573270V@ac-nancy-metz.fr;;78000231700045;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0573688Z;Ecole secondaire privée de l'association Rabbi Guershon;Collège;COLLEGE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;39 RUE DU RABBIN ELIE BLOCH;57000;Metz;057;Moselle;Grand Est;0387750444;ce.0573688Z@ac-nancy-metz.fr;;30910581500018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0573794P;Collège privé Hors-Contrat Sentiers d'enfance de Phalsbourg;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 rue des glacis;57370;Phalsbourg;057;Moselle;Grand Est;0622432269;directrice.sentiersdenfance@gmail.com;;82308465100013;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0751909T;Ecole Supérieure de Commerce et de Gestion;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;67 rue de Douai;75009;Paris  9e  Arrondissement;075;Paris;Ile-de-France;0144907336;escg@escg-paris.com;;39942123900043;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0752803P;International School of Paris (Ecole secondaire privée);Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;6 rue Beethoven;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0142240954;igiraud@isparis.edu;;78466233000033;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0753537M;Ecole Supérieure Technique de Biologie Appliquée;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;56 rue Planchat;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0143714740;direction@estba.org;;78449031000025;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753845X;Cours Montaigne (Ecole secondaire privée);Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;1 rue Dupin;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0142221906;coursmontaigne.paris@orange.fr;;42097573200017;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754101A;Ecole privée de Dessin technique et artistique Sornas;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;7-11 avenue des Chasseurs;75017;Paris 17e  Arrondissement;075;Paris;Ile-de-France;0153409033;contact@sornas.fr;;33039528600033;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754407H;Ecole secondaire privée Eurécole;Collège;COLLEGE;HORS CONTRAT;Hors contrat;34 avenue des Champs Elysées;75008;Paris  8e  Arrondissement;075;Paris;Ile-de-France;0147200917;gael.mens@eurecole.com;;43318836400015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754922T;Section d' Enseignement Professionnelle du Lycee polyvalent privé Jules Richard;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;21 rue Carducci;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0153728360;ce.0754922T@ac-paris.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0755057P;ITECOM ART and DESIGN - Paris;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;12 rue du Quatre Septembre;75002;Paris  2e  Arrondissement;075;Paris;Ile-de-France;0158625151;contact@itecom-artdesign.com;;43332219500010;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755089Z;Ecole Secondaire Privée Yechiva Torah Werahamim;Collège;COLLEGE;HORS CONTRAT;Hors contrat;15 rue Riquet;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0140382336;ajj@free.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755496S;Collège privé Georges Gusdorf;Collège;COLLEGE;HORS CONTRAT;Hors contrat;98 rue Didot;75014;Paris 14e  Arrondissement;075;Paris;Ile-de-France;0148421947;n.dussausse@e-g-g.fr;;79266365000036;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755726S;Ecole Secondaire Privée du Cerene;Collège;COLLEGE;HORS CONTRAT;Hors contrat;25 rue Dagorno;75012;Paris 12e  Arrondissement;075;Paris;Ile-de-France;0665004475;info@cerene-education.fr;;50830344300057;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755757A;Ecole générale et technologique privée Cours Progress;Collège;COLLEGE;HORS CONTRAT;Hors contrat;10 rue Saint Claude;75003;Paris  3e  Arrondissement;075;Paris;Ile-de-France;0144541606;d.jorno@ecoleprogress.com;;40178738700042;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755772S;Lycée Kingsworth International School;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;56 rue de Passy;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0142886738;info@kingsworth.fr;;80172081400020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755949J;Collège privé Galilée la faculté des enfants;Collège;COLLEGE;HORS CONTRAT;Hors contrat;71 rue Chardon Lagache;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0146479921;contact@ecolegallilee.fr;;52141137100045;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756052W;Lycée général privé La classe du Phare;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;11 rue Neuve Popincourt;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0616827876;juliette_compagnion@yahoo.fr;;85200832500015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756105D;Collège privé L'Autre Collège;Collège;COLLEGE;HORS CONTRAT;Hors contrat;34 rue de la Réunion;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0613808459;lautrecollege@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756197D;Collège privé Ellipse Montessori;Collège;COLLEGE;HORS CONTRAT;Hors contrat;3 rue Amélie;75007;Paris  7e  Arrondissement;075;Paris;Ile-de-France;0145006625;infos@ellipsema.com;;83072194000013;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756203K;Collège privé Ecole Diagonale;Collège;COLLEGE;HORS CONTRAT;Hors contrat;21 rue du Val de Grâce;75005;Paris  5e  Arrondissement;075;Paris;Ile-de-France;0144270761;laurentmileschi@ecolediagonale.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756274M;Ecole Secondaire Privée International School of Paris;Collège;COLLEGE;HORS CONTRAT;Hors contrat;6 rue Beethoven;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0142240954;igiraud@isparis.net;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756403C;Lycée général et technologique privé Ecole A;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;68 bis rue Spontini;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0182820975;sandrine.kerneves@acadomia.fr;;49313200500106;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756486T;Collège privé CONCORDIA BILINGUAL SCHOOL;Collège;COLLEGE;HORS CONTRAT;Hors contrat;7 rue Cimarosa;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0187866627;aurore@concordiaschoolparis.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756727E;Collège Privé Ma petite école Montessori Villafranca;Collège;COLLEGE;HORS CONTRAT;Hors contrat;7 rue Villafranca CEDEX;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0630909637;oriane@mapetiteecolemontessori.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756747B;Collège Privé Montessori Esclaibes;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 rue Jules Simon;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0744204687;paris@montessoriesclaibes.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0758513W;Lycée étranger privé Léonard de Vinci;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;SANS OBJET;Inconnu;12 rue Sedillot;75007;Paris  7e  Arrondissement;075;Paris;Ile-de-France;0145558622;ce.0758513W@ac-paris.fr;;;À vérifier;;;;
0771204R;Lycée professionnel privé Pigier Melun;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;824 avenue du Lys;77190;Dammarie-les-Lys;077;Seine-et-Marne;Ile-de-France;0184260017;ce.0771204R@ac-creteil.fr;;32922456200598;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0771668V;Collège privé Beth Myriam;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 domaine du Vignois;77440;Armentières-en-Brie;077;Seine-et-Marne;Ile-de-France;0164355813;ce.0771668V@ac-creteil.fr;;38995724200016;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772886U;LGT privé Oneschool Global Paris Campus;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;50 rue Becquerel;77500;Chelles;077;Seine-et-Marne;Ile-de-France;0164210699;ce.0772886U@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0773028Y;Lycée professionnel Fer'Impact;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;9 rue de la Maison Garnier;77130;Montereau-Fault-Yonne;077;Seine-et-Marne;Ile-de-France;0677817889;direction@edpm2p.org;;92416386800012;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0781023N;Centre privé LEA-CFI Jouy en Josas;Lycée;LYCEE PROFESSIONNEL;SOUS CONTRAT ETABLISSEMENT AGRICOLE;Sous contrat;Chemin de l'orme rond;78350;Jouy-en-Josas;078;Yvelines;Ile-de-France;0139671200;contact@lea-cfi.fr;;88944585400041;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0783656A;Ecole générale et technologique privée du groupe scolaire privé Samarcande;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;3 rue François Geoffre;78180;Montigny-le-Bretonneux;078;Yvelines;Ile-de-France;0952925680;contact@ifsqy.org;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783702A;Ecole secondaire privée IDEE;Collège;COLLEGE;HORS CONTRAT;Hors contrat;2 chemin de la Butte;78640;Saint-Germain-de-la-Grange;078;Yvelines;Ile-de-France;0661378336;ideecollege@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783737N;Ecole générale et technologique privée Institut FFGOLF Haut niveau;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;1 avenue du Golf;78114;Magny-les-Hameaux;078;Yvelines;Ile-de-France;0679715140;christel.goupilleau@ffgolf.org - P;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783765U;Ecole 2D degré polyvalent privée Sports Etudes Académy le Mesnil;Lycée;LYCEE POLYVALENT;HORS CONTRAT;Hors contrat;46 rue Raymond Berrurier;78320;Le Mesnil-Saint-Denis;078;Yvelines;Ile-de-France;0970370265;Carolina.leroux@ikigai-education.com;;53005595300034;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783803K;Ecole 2D degré professionnel privée - Ferme Ecole Graines d'Avenir;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;2 rue Pierre Nicole;78114;Magny-les-Hameaux;078;Yvelines;Ile-de-France;0179927536;contact@ferme-ecole.org;;88429803500020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
